DOCUMENT ID,RECORD TYPE,REMARK LINE NBR,REMARK TEXT LINE,GOOD THROUGH DATE
2013101601507001,R,1,CORRECTED TO ADD LOT 1036. UPDATED 02/10/14 TM,02/28/2014
2014013100612002,R,1,275 AFFIDAVIT,02/28/2014
2014021900235001,R,1,MT-15 mortgage recording tax return,02/28/2014
2014020300446001,R,1,carbon monoxide affidavit,02/28/2014
2014012700717001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014011500919001,R,1,"Mortgage dated June 26, 2006, covers a premises which straddles the Queens/Nassau County lines.  The original mortgage was recorded in Nassau County on June 25, 2006, and the mortgage tax due for New York State was paid to Nassau Co",02/28/2014
2014010700866001,R,1,252 affidavit,02/28/2014
2014011500739001,R,1,See attached copy of Power of Attorney,02/28/2014
2014012700255001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014012300669001,R,1,miscellaneous - no consideration affidavit,02/28/2014
2014012700168001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014020300428002,R,1,275 AFFIDAVIT,02/28/2014
2014013000177001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014012801033001,R,1,Property Maintenance Declaration Form,02/28/2014
2014013000057001,R,1,MISC.  DEATH CERTIFICATE,02/28/2014
2014020300428001,R,1,275 AFFIDAVIT,02/28/2014
2014013100425001,R,1,Miscellaneous - Power of Attorney for Ellen G. Kroner (Grantor),02/28/2014
2014020300392001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014021900044001,R,1,IT-2663 for Concetta Fazio Frangoulis attached,02/28/2014
2014021000275001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014020600286002,R,1,275 AFFIDAVITS,02/28/2014
2014020400570001,R,1,WITHIN ARE TWO (2) SETS OF NYS NONRESIDENT REAL PROPERTY ESTIMATED INCOME TAX FORMS ALONG WITH COPIES AND CHECKS.,02/28/2014
2014020600193001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014021000167001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014020700326001,R,1,Unilateral Termination of NYCIDA Project.,02/28/2014
2014021000122003,R,1,275 AFFIDAVIT,02/28/2014
2014021801158001,R,1,Miscellaneous attachment include  - Power of Attorney for grantor  - Power of Attorney for grantee  Form IT-2664 - Nonresident Cooperative Unit Estimated Income Tax Payment Form (Copy of Form attached hereto),02/28/2014
2014021201187002,R,1,Assignment of Leases and Rents,02/28/2014
2014021200186001,R,1,miscellaneous - Power of attorney,02/28/2014
2014021201178001,R,1,CARBON MONOXIDE DETECTOR AFFIDAVIT - 1 PAGE,02/28/2014
2014021801075001,R,1,RESOLUTION LETTER,02/28/2014
2014021401016001,R,1,Seller's Power of Attorney,02/28/2014
2014021801010002,R,1,"Consolidation, Extension and Modification Agreement",02/28/2014
2014013100719001,R,1,section 275 affidavit,02/28/2014
2014021700490001,R,1,MISCELLANEOUS SUPPORTING DOCUMENT IS AN UPDATED SURVEY MAP,02/28/2014
FT_3340001811434,R,2,DISCH R2945 P2150,02/28/2014
FT_1240008751724,R,1,DOCUMENT CORRECTED FROM BLOCK 1898 TO BLOCK 1868.       S.P.   2/10/13.,02/28/2014
2014022100709001,R,1,2 IT-2663 FORMS,02/28/2014
2014022800350001,R,1,THIS DOCUMENT RECORDED TO SHOW CORRECT IMAGE OF DOCUMENT RECORDED IN CRFN # 2013000480444.     S.P.   2/28/14,02/28/2014
FT_3600004291760,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 3-496-23 TO THE CORRECT BBL 3-4961-23. UPDATED ON 02/11/2014 GK,02/28/2014
FT_2680008732868,R,1,RECORDED UNDER BLOCK 2435 PART OF LOT 16 CORRECT LOT 118.  DOCUMENT HAS BEEN MOVED TO CORRECT PROPERTY OWNERSHIP.  2/10/14MYS,02/28/2014
FT_3940001821294,R,1,BLOCK CORRECTION:CORRECTING FROM BBL 3-6009-62 TO BBL 3-7962-32. UPDATED TM,02/28/2014
2014021700605002,R,1,Assignment of Leases and Rents,02/28/2014
2014022400088001,R,1,THIS DOCUMENT RECORDED TO SHOW COMPLETE IMAGE OF THE DOCUMENT RECORDED IN CRFN # 2014000051897.       S.P.     2/24/14,02/28/2014
FT_2350008732835,R,1,RECORDED UNDER BLOCK 2435 PART OF LOT 16 CORRECT LOT 117.  DOCUMENT HAS BEEN MOVED TO CORRECT PROPERTY OWNERSHIP.  2/10/14MYS,02/28/2014
2014022500203001,R,2,"$60,859.88                              Spec (SONYMA):                  $8,694.27	     TASF:                                      $     MTA:                                       $10,433.12",02/28/2014
2014021800246001,R,1,Order Confirming Sale Attached.  For reference purposes only.,02/28/2014
2014022000874001,R,1,carbon monoxide affidavit,02/28/2014
2014021800388001,R,1,DOCUMENT RECORDED IN BROOKLYN COUNTY HAS BEEN MOVED TO THE CORRECT COUNTY MANHATTAN.  2/21/2014MYS,02/28/2014
2014013100839001,R,1,Grantor's power of attorney,02/28/2014
2014020700874001,R,1,"Filing form IT 2663 of one page, program will not allow input of same.",02/28/2014
2014021200550001,R,1,501 (c) 3 exemption affidavit with RPT,02/28/2014
2014021300791001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014021200658001,R,1,VACANT LAND,02/28/2014
2014020701063001,R,1,I AM ATTACHING THE ORDER AND JUDGMENT APPOINTING SUCCESSOR GUARDIAN OF THE PROPERTY.  PAUL GLASSER WAS APPOINTED SUCCESSOR GUARDIAN FOR CHARLOTTE SOLOW AND HAS THE AUTHORITY TO EXECUTE DOCUMENTS ON HER BEHALF AS PER THE ATTACHED ORD,02/28/2014
2014021100358001,R,1,Power of Attorney,02/28/2014
2014020701063001,R,2,ER.,02/28/2014
2014020100040001,R,2,rst American International Bank.,02/28/2014
2014020500813001,R,1,Miscellaneous: Copy of Power of Attorney and Full Force and Effect Affidavit,02/28/2014
2014020600867001,R,1,carbon monoxide affidavit,02/28/2014
2014020500957002,R,1,"CORRECTED TO REFLECT CORRECT MORTGAGE AMOUNT  $1,088,900.00 ON COVER PAGE.     S.P.    2/19/14",02/28/2014
2014020300090001,R,1,carbon monoxide detector,02/28/2014
2014020301001001,R,1,CARBON MONOXIDE AFFIDAVIT 2 PAGES,02/28/2014
2014020300122001,R,1,carbon monoxide detector,02/28/2014
2013073001040003,R,1,CORRECTED FROM BLOCK 5041 LOT 1010 TO BLOCK 5041 LOT 1510. UPDATED 2/4/14 TM,02/28/2014
2014012300705001,R,1,Miscellaneous  -  No Consideration Transfer Affidavit,02/28/2014
2014012900532001,R,1,Miscellaenous is 2 Power of Attorney's - each 5 pages,02/28/2014
2014013000229003,R,1,"Mortgage Modification, Consolidation and Extension Agreement",02/28/2014
2014013001246001,R,1,miscellaneous - it-2663,02/28/2014
2014013100219001,R,1,POA for Grantor,02/28/2014
2014013100197001,R,1,carbon monoxide detector,02/28/2014
2014012900871001,R,1,CERTIFICATE OF APPOINTMENT OF EXECUTOR - 1 PAGE,02/28/2014
2014012300956001,R,1,TO VIEW COMPLETE IMAGE OF THIS DOCUMENT SEE CRFN # 2014000066123.       S.P.  2/24/14,02/28/2014
2014012700823001,R,1,Housing Preservation and Development is The Department of exempt from paying recording fees and taxes pursuant to Article 8B Section 476 of the NYS Private Housing Finance Law and to the Provisions CPLR Section 8019(d),02/28/2014
2014012301203001,R,1,CARBON MONOXIDE DETECTOR AFFIDAVIT - 1 PAGE,02/28/2014
2013081200503002,R,1,CORRECTION FROM BRONX TO QUEENS ON THE ADDRESS PART ON THE COVER PAGE FOR BOTH PARTIES IN PARTY 1 (IM) 2/7/2014,02/28/2014
2014010801057001,R,1,ALSO ATTACHING TWO (2) NYS NON RESIDENT REAL PROPERTY ESTIMATED INCOME TAX FORMS. EACH IS THREE (3) PAGES.,02/28/2014
2014011601213001,R,1,SHAREHOLDER'S AFFIDAVIT AND INDEMNITY FOR LOST OCCUPANCY AGREEMENT,02/28/2014
2014010900953001,R,1,DEATH CERTIFICATE ATTACHED.,02/28/2014
2013081900605001,R,1,"INCORRECT SPELLING OF FIRST NAME JOSEPHINE, CORRECT SPELLING IS JOSEPH. UPDATED 2/24/14 TM",02/28/2014
2013122400147001,R,1,BLOCK CORRECTION: CORRECTING FROM BBL 1-1171-1010 TO BBL 1-1171-2266. UPDATED 2/18/14 TM,02/28/2014
2013090500072001,R,1,BLOCK CORRECTION. TO ADD BBL4-2630-27. UPDATED ON 02/25/14. GK,02/28/2014
2004071400552001,R,1,BLOCK CORRECTION: CORRECTING FROM BBL 3-1844-37 TO BBL 3-1211-22. UPDATED TM,02/28/2014
2011091000120002,R,1,BBL CORRECTION. ADDED TO BBL 4/3321/1140 AS SHOWN IN RECORDED DOCUMENT. HEH. 2/25/14,02/28/2014
2013040401239001,R,1,Supporting documents (16 pages) include 2-page Miscellaneous document that is the Agreement pursuant to which the subject deed is being recorded.,02/28/2014
2013071900952004,R,1,CORRECTED TO ADD LOT 4. UPDATED 2/12/14 TM,02/28/2014
2004111900463001,R,1,BLOCK CORRECTION. FROM BBL 5-7775-183 TO CORRECT BBL 5-7775-140. UPDATED ON 02/19/2014 GK,02/28/2014
2003121101328003,R,1,BBL CORRECTION.  ADDED TO BBL 1/850/39 AS SHOWN IN RECORDED DOCUMENT. HEH. 2/25/14,02/28/2014
2003071801122005,R,1,CORRECTED FROM BLOCK 8720 LOT 1604 TO BLOCK 8720 LOT 1607. UPDATED 2/4/14 TM,02/28/2014
2014021400555002,R,1,Miscellaneous document is IT-2663,02/28/2014
2014020401233001,R,1,CARBON MONOXIDE DETECTOR AFFIDAVIT - 1 PAGE,02/28/2014
2014010200248003,R,1,"Mortgage Consolidation, Modification and Extension Agreement",02/28/2014
2013122600499001,R,1,REVOCABLE TRUST AGREEMENT,02/28/2014
2012102601119001,R,1,CORRECTION FROM BLOCK 6514/LOT 55 TO BLOCK 8232/LOT 12. (IM) 2/11/2014,02/28/2014
2005082900494001,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 5-7533-14 TO CORRECT BBL 5-7533-130. UPDATED ON 02/05/2014 GK,02/28/2014
2011090101014001,R,1,REMARKS TO CORRECT ADDRESS ON COVER PAGE. FROM 563 MAPLE ST TO 565 MAPLE ST. UPDATED ON 02/25/2014 GK,02/28/2014
2006101000667001,R,1,BLOCK CORRECTION: CORRECTED TO ADD BBL 3-8845-2094 UPDATED 2/24/14 TM,02/28/2014
2011032400633001,R,1,CORRECTING NAME OF GRANTEE FROM RICHARD BREGMAN TO DAVID BERGMAN. UPDATED ON 02/14/2014  GK,02/28/2014
2013121301003001,R,1,last will and testament attached.,02/28/2014
2014020301178001,R,1,TWO FAMILY USE DECLARATION.,02/28/2014
2014012701360001,R,1,POA and  Nonresident Cooperative Unit  Estimated  Income Tax  Payment (Form IT-2664),02/28/2014
2014012100128001,R,1,This transaction is meant to correct the deed filed under CRFN 2010000366016.  The name of the grantee in the prior deed is corrected in this Correction deed.,02/28/2014
2014012700765001,R,1,Housing Preservation and Development is The Department of exempt from paying recording fees and taxes pursuant to Article 8B Section 476 of the NYS Private Housing Finance Law and to the Provisions CPLR Section 8019(d),02/28/2014
2014020300955001,R,1,Powers of Attorney attached for Purchasers: Richard J. Rothberg - 7 pages Deborah A. Dupre - 7 pages,02/28/2014
2014013000229001,R,1,Supplemental Mortgage,02/28/2014
2014020300594001,R,1,CARBON MONOXIDE DETECTOR AFFIDAVIT - 1 PAGE,02/28/2014
2014021400746002,R,1,TO VIEW IMAGE OF THIS DOCUMENT SEE CRFN # 2014000066190.       S.P.    2/24/14,02/28/2014
2014022100131001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014021100444001,R,1,SPRINKLER EASEMENT - 5 PAGES,02/28/2014
2014020601532001,R,1,F.I.R.P.T.A.,02/28/2014
2014021001397001,R,1,DEPT OF BUILDLINGS LETTER OF COMPLETION TO COMBINE UNITS,02/28/2014
2014022000459001,R,1,Decedent Denzlo Boylan's name is intentionally omitted from the tax dcouments and thus from the cover page: Joint tenants with right of survivorship (pursuant to 1981 DEED recited within) Paul Boylan and Diane Boylan have held title,02/28/2014
2014021300297001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014022000410002,R,1,275 affidavit,02/28/2014
2014021700276001,R,1,Correction of Deed according to Stipulation of Settlement dated 1/28/2013 - Index #004192/2011.,02/28/2014
FT_3340001811434,R,1,BLOCK CORRECTION: CORRECTING FROM BBL 3-1275-74 TO BBL 3-1295-74 UPDATED 02/21/14 TM,02/28/2014
FT_2190004607619,R,1,BLOCK AND LOT CORRECTION FROM BLOCK 2775/LOT 22 TO BLOCK 2775/20 (IM) 2/24/2015,02/28/2014
FT_3640007342064,R,1,BLOCK CORRECTION: CORRECTING FROM BBL 3-6320-62 TO BBL 3-6360-62 UPDATED 2/28/14 TM,02/28/2014
2014021700750003,R,1,Extension and Modifiacation Agreement,02/28/2014
2014022400219001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014021800388002,R,1,BLOCK CORRECTION: CORRECTED FROM BBL 4-1735-1064 TO BBL 2-1735-1064. UPDATED 2/21/14 TM,02/28/2014
2013070200732001,R,1,Power of Attorney - James A. Grifo a/k/a Jamie Grifo (7pgs) Power of Attorney - Anne Borsch Grifo (7 pgs),02/28/2014
2014013100276001,R,1,IT-2664,02/28/2014
2014020700101002,R,1,275 AFFIDAVIT,02/28/2014
2014021101170001,R,1,POWER OF ATTORNEY RUNNING FROM ALEXIS LUONGO to SCOTT LITMAN,02/28/2014
2014021200947001,R,1,CARBON MONOXIDE DETECTOR AFFIDAVIT - 1 PAGE,02/28/2014
2014020700526001,R,1,"MISCELLANEOUS DOCUMENTS ARE AS FOLLOWS:  PLAT MAP of BLOCK 1830, LOT 56 & 57 (1 page - 11''x17'') LEGAL DESCRIPTION OF BLOCK 1830 LOT 56 (1 page) LEGAL DESCRIPTION OF BLOCK 1830 LOT 57 (1 page)",02/28/2014
2014013100648001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014020500363001,R,1,275 AFFIDAVIT,02/28/2014
2014013100961003,R,1,"CONSOLIDATED, AMENDED AND RESTATED FEE AND LEASEHOLD MORTGAGE, ASSIGNMENT OF LEASES AND RENTS AND SECURITY AGREEMENT",02/28/2014
2013081200503001,R,1,CORRECTION FROM BRONX TO QUEENS ON THE ADDRESS PART OF THE COVER PAGE FOR ALL PARTIES IN PARTY ONE AND IN PARTY TWO  (IM) 2/7/2014,02/28/2014
2014012300793001,R,1,AFF OF COMPLIANCE W CARBON MONOXIDE DETECTOR 1 PAGE DEATH CERT X 2 PAGES,02/28/2014
2014012900836001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014012400202001,R,1,NYC DEPARTMENT OF SOCIAL SERVICES,02/28/2014
2013082100941001,R,1,Copy of Lease being Assigned.  Not to be recorded,02/28/2014
2014011000443001,R,1,BLOCK CORRECTION: CORRECTING FROM BBL 1-1167-1002 TO BBL 2-5743-198 UPDATED 2/18/14 TM,02/28/2014
2013091100167001,R,1,Power of Attorney,02/28/2014
2004011200455001,R,1,CORRECTED TO ADD LOT 46. UPDATED 02/11/14 TM,02/28/2014
2011091000120001,R,1,BBL CORRECTION. ADDED TO BBL 4/3321/1140 AS SHOWN IN RECORDED DOCUMENTS. HEH. 2/25/14,02/28/2014
2012112300154001,R,1,255 affidavit in duplicate,02/28/2014
2012082101415002,R,1,BBL CORRECTION. ADDED TO BBL 4/5028/37 AS SHOWN IN RECORDED DOCUMENT. HEH. 2/5028/14,02/28/2014
FT_2630008784063,R,1,RECORDED UNDER BLOCK 2435 PART OF LOT 16 CORRECT LOT 119.  DOCUMENT HAS BEEN MOVED TO CORRECT PROPERTY OWNERSHIP.  2/10/14MYS,02/28/2014
FT_2470008707447,R,1,RECORDED UNDER BLOCK 2435 PART OF LOT 16 CORRECT LOT 120.  DOCUMENT HAS BEEN MOVED TO CORRECT PROPERTY OWNERSHIP.  2/10/14MYS,02/28/2014
FT_2060008783206,R,1,RECORDED UNDER BLOCK 2435 PART OF LOT 16 CORRECT LOT 116.  DOCUMENT HAS BEEN MOVED TO CORRECT PROPERTY OWNERSHIP.  2/10/14MYS,02/28/2014
2014022500825001,R,1,INCORRECTLY INDEXED AGAINST BBL 3-5699-51. THE CORRECT BBL IS 3-5699-52. CORRECTION COMPLETED JNG 02/28/2014,02/28/2014
2014022400068001,R,1,THIS DOCUMENT RECORDED TO SHOW IMAGE OF DOCUMENT RECORDED IN CRFN # 2014000061613.     S.P.   2/24/14,02/28/2014
2014010800322001,R,1,Restrictive Declaration,02/28/2014
2014010600717001,R,1,Letter from Condominium Board regarding storage space,02/28/2014
2013122400147002,R,1,BLOCK CORRECTION: CORRECTING FROM BBL 1-1171-1010 TO BBL 1-1171-2266. UPDATED 2/18/14 TM,02/28/2014
2007060701195001,R,1,BBL CORRECTION. ADDED TO BBL 4-6386-23 AS SHOWN IN DOCUMENT RECORDED. HEH. 2/21/14,02/28/2014
2006032300242003,R,1,"CORRECTED TO REFLECT CORRECT MORTGAGE AMOUNT FROM $ 100,878.00 TO CORRECT AMOUNT $ 69,722.00.       S.P.   2/28/14",02/28/2014
2013121100314001,R,1,CORRECTED FROM BBL 3-7469-17 TO BBL 3-7469-18. UPDATED 2/26/14 TM,02/28/2014
2014022100435001,R,1,carbon monoxide affidavit,02/28/2014
2014020301044001,R,1,Miscellaneous is NYS NON RESIDENT COOPERATIVE UNIT ESTIMATED INCOME TAX FORM,02/28/2014
2014012800402001,R,1,Miscellaneous Documents include FOrm IT-2664 for non-resident Grantor Timothy S. Allis as well as Durable General Power of Attorney form for Grantor.,02/28/2014
2014012200517001,R,1,NYC DEPARTMENT OF SOCIAL SERVICES,02/28/2014
2014012700788001,R,1,power of attorney from Marcel Laufer to Evelyn Laufer,02/28/2014
2014020300484001,R,1,Power Of Attorney,02/28/2014
2014012901114001,R,1,LIFE ESTATE DEED,02/28/2014
2014020300260001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE CERTIFICATE OF APPOINTMENT OF TRUSTEE - 1 PAGE,02/28/2014
2014022000459001,R,2,in fee simple since  Denzlo Boylan's death in 2004,02/28/2014
2014020701203001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014020501098001,R,1,miscellaneous - power of attorney,02/28/2014
2014020701097003,R,1,"CONSOLIDATION, EXTENSION AND MODIFICATION AGREEMENT",02/28/2014
2014022000383001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014021200563001,R,1,Power of Attorney - Wayne P. Mucci (7pages) Power of Attorney - Camille Mucci (7 pages) Power of Attorney - Ricardo J. Magis (7 pages),02/28/2014
2014021200885001,R,1,LAST WILL AND TESTAMENT,02/28/2014
2014012800644001,R,1,NYC DEPARTMENT OF SOCIAL SERVICES,02/28/2014
2014021200279001,R,1,AFFIDAVIT IN CONNECTION WITH A NOMINAL CONSIDERATION TRANSFER,02/28/2014
2014022101233003,R,1,Assignment of Leases and Rents,02/28/2014
FT_2480008733048,R,1,ASST/MTGE R2029 P946,02/28/2014
FT_4510002945751,R,1,"DOCUMENT IS INCOMPLETE, MISSING PAGES",02/28/2014
FT_2910008732591,R,1,RECORDED UNDER BLOCK 2435 PART OF LOT 16 CORRECT LOT 118.  DOCUMENT HAS BEEN MOVED TO CORRECT PROPERTY OWNERSHIP.  2/10/14MYS,02/28/2014
2014022500684001,R,1,THIS DOCUMENT RECORDED TO SHOW IMAGE OF THE DOCUMENT RECORDED IN CRFN # 2014000037691.      S.P.   2/25/14,02/28/2014
FT_2390008733039,R,2,RECORDED UNDER BLOCK 2435 PART OF LOT 16 CORRECT LOT 117.  DOCUMENT HAS BEEN MOVED TO CORRECT PROPERTY OWNERSHIP.  2/10/14MYS,02/28/2014
2014022500779001,R,1,INCORRECTLY INDEXED AGAINST BBL 3-5699-51. THE CORRECT BBL IS 3-5699-52. CORRECTION COMPLETED JNG 02/28/2014,02/28/2014
2014021200893001,R,1,IT-2663 (3 pages),02/28/2014
2014021500031001,R,1,Affidavit of Compliance with Carbon Monoxide Detector Requirement,02/28/2014
2014021200909002,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014012900877005,R,1,"Mortgage Modification, Condolidation and Extension Agreement",02/28/2014
2014020600286003,R,1,275 AFFIDAVITS,02/28/2014
2014020701185003,R,1,Assignment of Leases and Rents,02/28/2014
2014020600638001,R,1,MISCELLANEOUS  -   NO  CONSIDERATION  TRANSFER,02/28/2014
2014012900877006,R,1,Assignment of Leases and Rents,02/28/2014
2014020300461001,R,1,"AMENDED AND RESTATED MORTGAGE, ASSIGNMENT OF LEASES AND RENTS, SECURITY AGREEMENT AND FIXTURE FILING",02/28/2014
2014013001159001,R,1,Seller's Power of Attorney,02/28/2014
2014011300846001,R,1,miscellaneous - no consideration affidavit,02/28/2014
2014012400669001,R,1,CARBON MONOXDIE DETECTOR AFFIDAVIT - 1 PAGE,02/28/2014
2014012800266002,R,1,section 275 affidavit,02/28/2014
2014012401198001,R,1,CERTIFICATE OF DEATH - 1 PAGE CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014011500919001,R,2,unty.,02/28/2014
2013092500708001,R,1,I HAVE THE DEED,02/28/2014
2014010701005001,R,1,No consideration affidavit,02/28/2014
2013091101512001,R,1,Misc.=Power of Attorney,02/28/2014
2014020600886001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014020600379001,R,1,carbon monoxide affidavit,02/28/2014
2014011301400001,R,1,"BLOCK & LOT CORRECTION TO ADD BLOCK 1851 LOT 61, WHICH WAS INADVERTENTLY OMITTED AT THE TIME OF RECORDING. (IM) 2/19/2014",02/28/2014
2007060701168001,R,1,BBL CORRECTION. ADDED TO BBL 4/6386/23 AS SHOWN IN RECORDED DOCUMENT. HEH. 2/21/14,02/28/2014
2005081900747001,R,1,BBL CORRECTION. ADDED TO BBL 4/6386/23 AS SHOWN IN RECORDED DOCUMENT. HEH. 2/21/14,02/28/2014
2014011200046001,R,1,COPY OF RECORDED POA ATTACHED.,02/28/2014
2013090500072002,R,1,BLOCK CORRECTION. TO ADD BBL4-2630-27. UPDATED ON 02/25/14. GK,02/28/2014
2012082101415001,R,1,BBLN CORRECTION. ADDED TO BBL 2/5028/37 AS SHOWN IN RECORDED DOCUMENT. HEH. 2/25/14,02/28/2014
2013051300973003,R,1,"Amended Restate and Consolidated Mortgage, Assignment of Leases and Rents, Security Agreement and Fixture Filing.",02/28/2014
2014010600665001,R,1,section 275 affidavit,02/28/2014
2014020500998001,R,1,TRUST AGREEMENT,02/28/2014
2014012900877001,R,1,Assignment of Mortgage,02/28/2014
2014012400627001,R,1,AFF OF COMPLIANCE W CARBON MONOXIDE DETECTOR REQUIREMENT 1 PAGE TRUST AGREEMENT 18 PAGES,02/28/2014
2014012800469001,R,1,CARBON MONOXIDE AFFIDAVIT - 1 PAGE,02/28/2014
2014020401308001,R,1,Tax documents will be delivered in person to Clerk's office.,02/28/2014
2014012900941001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014020301067001,R,1,"miscellaneous - tax exempt letter, affidavit, IRS letter",02/28/2014
2005071301210001,R,1,BBL CORRECTION. PLEASE DISREGARD ANY DOCUMENT WITH LOT: 0. HEH. 2/21/14,02/28/2014
2014021200628001,R,1,DELEGATION OF POWERS,02/28/2014
FT_1570007790757,R,1,DOCUMENT WAS FILED ERRONEOUSLY AGAINST BLOCK 1774 LOTS 50-56. UPDATED 2/11/14 TM,02/28/2014
2014021300145001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014021000519003,R,1,"DOCUMENT IS A CONSOLIDATION, EXTENSION AND MODIFICATION AGREEMENT",02/28/2014
2014021200809001,R,1,carbon monoxide detector,02/28/2014
2014022500203001,R,3,"NYCTA:                                  $ 0.00                                   TOTAL:                                  $97,375.81    (Appmt. order breakdown office use",02/28/2014
2014021800416001,R,1,MISC Includes NYC RPT  and TP -584,02/28/2014
2014022101131001,R,1,"Copies of power of attorney from Purchaser, Debra Shaw Shindell to Gerald E. Ross and power of attorney from grantor Yesenia Almonte to Edwin Machuca",02/28/2014
2014021200997001,R,1,CERTIFICATION OF NON-FOREIGN STATUS,02/28/2014
2014022500927001,R,1,ATTACHMENTS INCLUDE 1) LIST OF GRANTORS (2 PAGES) AND 2) LIST OF PROPERTY TRANSFERRED (BY BLOCK AND LOT) WITH THE ALLOCATION OF THE TAX PAYMENT,02/28/2014
FT_4130008874713,R,1,CORRECTED TO ADD BBL 4-4107-18. UPDATED 2/19/14 TM,02/28/2014
FT_2370008732537,R,1,RECORDED UNDER BLOCK 2435 PART OF LOT 16 CORRECT LOT 117.  DOCUMENT HAS BEEN MOVED TO CORRECT PROPERTY OWNERSHIP.  2/10/14MYS,02/28/2014
2014021400259001,R,1,Old E-Tax Number got deleted.  Had to recreate the E-tax documents.,02/28/2014
2014022000518001,R,1,CARBON MONOXIDE AFFIDAVIT,02/28/2014
2014021400746002,R,2,PERSONAL INFORMATION IS DISPLAYED,02/28/2014
2009012900710001,R,1,BLOCK CORRECTION. CORRECTED FROM BBL 3-2629-25 TO THE CORRECT BBL 3-2629-24. UPDATED ON 02/24/2014. GK,02/28/2014
2014012901330001,R,1,Powers of Attorney for both Sellers (18 pgs),02/28/2014
