DOCUMENT ID,RECORD TYPE,CRFN,BOROUGH,DOC. TYPE,DOC. DATE,DOC. AMOUNT,RECORDED OR FILED,MODIFIED DATE,REEL YEAR,REEL NBR,REEL PAGE,PERCENT TRANSFERRED,GOOD THROUGH DATE
2014021101019010,A,2014000063061,1,SAT,01/15/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2013122301190001,A,2014000063079,1,SAT,02/03/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2013102200401001,A,2014000063103,3,SAT,10/22/2013,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2013122700752002,A,2014000063128,1,SAT,12/27/2013,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021900187003,A,2014000063202,1,SAT,02/11/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021300555001,A,2014000063392,1,SAT,02/07/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014012900926001,A,2014000045215,4,SAT,01/28/2014,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2013120600193003,A,2014000045262,2,SAT,12/02/2013,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2014012900041001,A,2014000045323,3,SAT,01/28/2014,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2014012700097001,A,2014000045359,3,SAT,01/27/2014,0,02/04/2014,02/04/2014,0,0,0,0,02/28/2014
2014012700693001,A,2014000045413,4,SAT,01/08/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014020300784001,A,2014000045483,1,SAT,12/17/2013,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2013123100511001,A,2014000045491,1,SAT,12/19/2013,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012400830001,A,2014000045519,4,SAT,01/24/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012300106001,A,2014000045533,4,SAT,01/22/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012900065001,A,2014000045538,4,SAT,01/29/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014013000011001,A,2014000045542,4,SAT,01/29/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2013121800645001,A,2014000045562,4,SAT,12/20/2013,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012300732001,A,2014000045572,4,SAT,01/23/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012500049001,A,2014000045585,4,SAT,01/27/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2013081600962002,A,2014000045614,2,SAT,01/14/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012900651002,A,2014000045755,3,SAT,09/26/2013,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014020400122001,A,2014000045845,1,SAT,01/30/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012400074001,A,2014000045884,1,SAT,01/24/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2013110700687001,A,2014000045888,1,SAT,11/07/2013,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012301326001,A,2014000045948,2,SAT,01/23/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012800943001,A,2014000045951,2,SAT,01/28/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012200728001,A,2014000046001,3,SAT,01/22/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014011001067001,A,2014000046012,2,SAT,12/30/2013,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014013000171001,A,2014000046057,3,SAT,01/30/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2013082800094001,A,2014000046064,4,SAT,01/29/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2013112600800001,A,2014000046116,2,SAT,01/21/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2013080501588002,A,2014000046138,1,SAT,07/18/2013,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012300417001,A,2014000046186,1,SAT,01/16/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012300142001,A,2014000046211,1,SAT,01/17/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014020400372001,A,2014000046226,1,SAT,02/03/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014012900829001,A,2014000046234,4,SAT,01/29/2014,0,02/05/2014,02/05/2014,0,0,0,0,02/28/2014
2014021001100001,A,2014000063400,2,SAT,02/07/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021400808001,A,2014000063414,1,SAT,01/23/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021101431001,A,2014000063452,3,SAT,01/28/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021901217001,A,2014000063495,1,SAT,02/14/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021400825001,A,2014000063533,1,SAT,02/14/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014012700525001,A,2014000063571,3,SAT,01/28/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021200448001,A,2014000063608,3,SAT,02/12/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014011701082001,A,2014000063651,2,SAT,11/30/1998,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021201020001,A,2014000063899,1,SAT,01/28/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021300041001,A,2014000063910,2,SAT,02/13/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014020501289001,A,2014000063930,1,SAT,02/05/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021101164001,A,2014000063946,1,SAT,01/15/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
2014021101164006,A,2014000063951,1,SAT,01/15/2014,0,02/20/2014,02/20/2014,0,0,0,0,02/28/2014
